Inputs, Science, Cost
000101100110110010001111000000100000001001010000100111111111,0.5205768628747796,13345.834230342225
000101100100110000001110010000000001000001000000010100011111,0.48808932980599645,8354.839549979943
000101100100110010001110000000000001000000010001000110011110,0.495664131393298,8806.941485869185
000101110000010000001110000000010001000000000000100100011110,0.46730434303350965,6474.262424317293
000101000000000000001110000000000000000000010001100100011110,0.44279124779541434,5394.677770413598
000101110001010010001110000000010001000001000000100111111111,0.523426631393298,11398.6724311409
000101110000110010001110000000010001000000000000100111011111,0.5037710758377425,9733.170597945918
000101110000010010001110000000010001000001000000100111011111,0.5187738536155202,10350.742394330307
000101100000110010001110000000000001000000010001000110011110,0.495664131393298,8549.338722351586
000101100000000000001110010000000010000001000000110100011111,0.4840315255731922,7709.694540941606
000101100000010000001110000000000000000001000000100111011011,0.4947606922398589,8699.73103627209
000101110001010010001110000000010001000001000000100111111110,0.523426631393298,10981.209801517389
000101010000000000001110000000000000000000010001110100011110,0.45482825176366837,5799.93831509939
000101110000110010001111000000000010001001000000100111111111,0.5205768628747796,12546.949753529112
000101100000000000001110000000000000100000010001110111011110,0.48638946208112877,8090.861649035058
000101110000010000001110000000010001000001000000100111011111,0.5039375440917108,9421.852162206804
000101100101110010001110000000010001000001000000100111111111,0.523426631393298,11836.949942854282
000101110001010010001110000000010001000001010000100111011110,0.5228993165784832,10564.152618392996
000101000000000000000010000000010000000000010011110100011110,0.422292289462081,4979.170612613934
000101110000010010001111010000010000000001000000100111011010,0.5095970017636684,10145.944316998755
100101110000000000001110000000000000000000000001010100011110,0.4692983906525573,6426.746105968209
000101110000010010001110010000010001000001000010100111011111,0.5187738536155202,10727.772861423979
000101100000010000001110000000000000000000010001110100011110,0.47028053350970017,6635.744462536404
000101100000000000001110010000000010000001000000110101011111,0.4909065255731922,8413.89974994162
000000000000100000110010010000000000000000000010000000010001,0.1438350639329806,1770.0504971427322
000101110001010000001110000000010001000001000000110100011110,0.49019812610229274,8195.502960671674
000101100100000000001010000000000000000000100001100100011110,0.4597147927689593,6229.944298796628
000101100100000000001110000000000000000000010001110100011110,0.4683162477954144,6576.956894969351
000101000001010010001110000000010001000001000000100111011111,0.5084291776895943,10070.424324626863
000000010000100000000110000000010001000000000000000000011110,0.30183361992945323,2798.978387235592
000101100101110010001110000000010001000001010000100111011110,0.5228993165784832,11002.430130106377
000101100100000000001010000000000000000000110001100100011110,0.4597147927689593,6303.651574299724
000101110000110000001110000000010001000001000000100111011110,0.5013398589065255,9312.328910449065
000101110001010010001110000000010001000001000000101111111110,0.5239384369488536,11996.543379475059
000101110000010000001110000000010001000001000000100111011110,0.5013398589065255,9007.713089747385
000101000000000000001110000000000000000000010001110101011110,0.46294610890652554,6392.130262242544
000101100101010010001110000000010101000001010000100111011110,0.5228993165784832,11313.51904644517
000101110000110010001110000000010001000001010000100111011110,0.516176168430335,10344.575315382692
000000110000000000001110000000000000000000010001110000011110,0.3805368165784832,3889.290765761749
000101100101010010001110000000010101000001010001100111011110,0.5228993165784832,11745.63092744185
000101100101110000001010000000000000100000000001000111011110,0.49507689594356263,8594.897544313328
000101000000000000001010000000000000000000010001100100011110,0.435707914462081,5124.852517626272
000101100000000000001110010000000010000001000001110100011111,0.4861250440917107,8176.046993854708
000101100000000000001110000000000000000000010001110101011110,0.4774162477954144,7033.120612042305
000101100100000000001110000000000000000001000001110110011110,0.49048390652557317,8428.85781765239
000101110000010000001110000000010001000001000001100111011110,0.5029139329805996,9421.09379080275
000101010000000000001110000000000000000000110001110100011110,0.45938589065255725,6117.137963009904
000101110000010010001110000000010001000000000000100111011111,0.5037710758377425,9432.96788508527
010101110000010010001110010000010001100001000010100111011111,0.5187738536155202,11322.904073015745
000101100000000000001010010000010001000001000000110101011110,0.4833190255731922,7850.47610806076
000101000000000000001110000000000000000000000001110000011110,0.4232442570546736,5042.13218620473
000101100000110000001110000000000000000000000001010100011111,0.474894885361552,7067.377218567006
000000110000000000001110000000000000000000010001100100011110,0.3938379078483244,4183.529181308058
000000000000100000110010010000000000000000000010000000011110,0.27686452821869484,2509.6713256712555
000101100100110010001110000000000001000000010001000111011110,0.504764131393298,9531.87143392512
000101110000000000001110000000000000000000100001110100011110,0.47032987213403876,6649.720346343463
000101100000110010001110000000010001100001000000001111011111,0.5198129739858905,11549.304526495856
000101100000000000001110000000000000000000110001110100011110,0.4693477292768959,6599.560074807839
000101100000110000001110010000000001000001000000000100011111,0.48511313932980593,7823.361152833033
000000000000100000000010000000010000000000000000000100011110,0.2596216490299823,2362.5304776939574
000101000000000000001110000000000000000000000001110100011110,0.45384610890652555,5620.05661298943
